filesection	Level	tab	section	subsection	                            Notes	Case	Formal/Informal	Español	English	Esperanto	Deutsch	Zuritüütsch	Lingvaro (https://github.com/lquesada/Lingvaro) - Copyright (c) 2019, Luis Quesada Torres - https://github.com/lquesada | www.luisquesada.com
9_numbers	A1	Numbers	Cardinal		27			veintisiete	twenty-seven	dudek sep	siebenundzwanzig	sibenezwänzg	
9_numbers	A1	Numbers	Cardinal		28			veintiocho	twenty-eight	dudek ok	achtundzwanzig	achtezwänzg	
9_numbers	A1	Numbers	Cardinal		29			veintinueve	twenty-nine	dudek naŭ	neunundzwanzig	nüünezwänzg	
9_numbers	A1	Numbers	Cardinal		30			treinta	thirty	tridek	dreißig	driisg	
9_numbers	A1	Numbers	Cardinal		31			treinta y uno - treinta y una	thirty-one	tridek unu	einunddreißig	äinedriissg	
9_numbers	A1	Numbers	Cardinal		32			treinta y dos	thirty-two	tridek du	zweiunddreißig	zwäiedriissg	
9_numbers	A1	Numbers	Cardinal		33			treinta y tres	thirty-three	tridek tri	dreiunddreißig	drüüedriissg	
9_numbers	A1	Numbers	Cardinal		34			treinta y cuatro	thirty-four	tridek kvar	vierunddreißig	vieredriissg	
9_numbers	A1	Numbers	Cardinal		40			cuarenta	forty	kvardek	vierzig	vierzg	
9_numbers	A1	Numbers	Cardinal		50			cincuenta	fifty	kvindek	fünfzig	füfzg	
9_numbers	A1	Numbers	Cardinal		60			sesenta	sixty	sesdek	sechzig	sächzg	
9_numbers	A1	Numbers	Cardinal		70			setenta	seventy	sepdek	siebzig	sibezg	
9_numbers	A1	Numbers	Cardinal		71			setenta y uno	seventy-one	sepdek unu	einundsiebzig	äinesibezg	
9_numbers	A1	Numbers	Cardinal		80			ochenta	eighty	okdek	achtzig	achzg	
9_numbers	A1	Numbers	Cardinal		81			ochenta y uno	eighty-one	okdek unu	einundachtzig	äinedachzg	
9_numbers	A1	Numbers	Cardinal		90			noventa	nineteen	naŭdek	neunzig	nüünzg	
9_numbers	A1	Numbers	Cardinal		91			noventa y uno	ninety-one	naŭdek unu	einundneunzig	äinenüünzg	
9_numbers	A1	Numbers	Cardinal		100			cien	one hundred	cent	hundert / einhundert	hundert	
9_numbers	A1	Numbers	Cardinal		101			ciento uno	one hundred one	cent unu	hunderteins / einhundert	hundertäis	
9_numbers	A1	Numbers	Cardinal		150			ciento cincuenta	one hundred fifty	cent kvindek	hundertfünfzig / einhundertfünfzig	hundertfüfzg	
9_numbers	A1	Numbers	Cardinal		151			ciento cincuenta y uno - ciento cincuenta y una	one hundred fifty-one	cent kvindek unu	hunderteinundfünfzig / einhunderteinundfünfzig	hundertäinefüfzg	
9_numbers	A1	Numbers	Cardinal		200			doscientos	two hundred	ducent	zweihundert	zwäihundert	
9_numbers	A1	Numbers	Cardinal		300			trescientos	three hundred	tricent	dreihundert	drüühundert	
9_numbers	A1	Numbers	Cardinal		1000			mil	one thousand	mil	tausend / eintausend	tuusig	
9_numbers	A1	Numbers	Cardinal		1700			mil setecientos	one thousand seven hundred	mil sepcent	tausendsiebenhundert / eintausendsiebenhundert	tuusigsibehundert	
9_numbers	A1	Numbers	Cardinal		2000			dos mil	two thousand	dumil	zweitausend	zwäituusig	
9_numbers	A1	Numbers	Cardinal		3000			tres mil	three thousand	trimil	dreitausend	drüütuusig	
9_numbers	A1	Numbers	Cardinal		10000			diez mil	ten thousand	dek mil	zehntausend	zäätuusig	
9_numbers	A1	Numbers	Cardinal		100000			cien mil	one hundred thousand	cent mil	einhunderttausend	hunderttuusig	
9_numbers	A1	Numbers	Cardinal		1000000			un millón	one million	miliono	eine Million	e Milioon	
9_numbers	A1	Numbers	Cardinal		10000000			diez millones	ten million	dek miliono	zehn Millionen	zää Milioon	
9_numbers	A1	Numbers	Cardinal		100000000			cien millones	one hundred million	cent miliono	hundert Millionen	hundert Milioon	
9_numbers	A1	Numbers	Cardinal		1000000000			mil millones / un millardo	one billion	miliardo	eine Milliarde	e Miliard	
9_numbers	A1	Numbers	Cardinal		1000000000000			un billón	one trillion	biliono	eine Billion	e Bilioon	
9_numbers	B1	Numbers	Cardinal		1.5			uno y medio	one and a half	unu kaj duona	anderthalb / eineinhalb / einundhalb	anderthalb / eineinhalb / einundhalb	
9_numbers	title	Numbers	Ordinal		Numbers: Ordinal							(mer cha die wie adjektiv konjugiere)	
9_numbers	A1	Numbers	Ordinal		1			1º / primero	1st / first	1-a / unua	1. / erste	1. / erst	
9_numbers	A1	Numbers	Ordinal		2			2º / segundo	2nd / second	2-a / dua	2. / zweite	2. / zwäit	
9_numbers	A1	Numbers	Ordinal		3			3º / tercero	3rd / third	3-a / tria	3. / dritte	3. / dritt	
9_numbers	A1	Numbers	Ordinal		4			4º / cuarto	4th / fourth	4-a / kvara	4. / vierte	4. / viert	
9_numbers	A1	Numbers	Ordinal		5			5º / quinto	5th / fifth	5-a / kvina	5. / fünfte	5. / föift	
9_numbers	A1	Numbers	Ordinal		6			6º / sexto	6th / sixth	6-a / sesa	6. / sechste	6. / sächst	
9_numbers	A1	Numbers	Ordinal		7			7º / séptimo	7th / seventh	7-a / sepa	7. / siebte	7. / sibet	
9_numbers	A1	Numbers	Ordinal		8			8º / octavo	8th / eighth	8-a / oka	8. / achte	8. / acht	
9_numbers	A1	Numbers	Ordinal		9			9º / noveno	9th / ninth	9-a / naŭa	9. / neunte	9. / nüünt	
9_numbers	A1	Numbers	Ordinal		10			10º / décimo	10th / tenth	10-a / deka	10. / zehnte	10. / zäät	
9_numbers	A1	Numbers	Ordinal		11			11º / decimoprimero / undécimo	11th / eleventh	11-a / dek-unua	11. / elfte	11. / elft	
9_numbers	A1	Numbers	Ordinal		12			12º / decimosegundo / duodécimo	12th / twelfth	12-a / dek-dua	12. / zwölfte	12. / zwölft	
9_numbers	A1	Numbers	Ordinal		13			13º / decimotercero	13th / thirteenth	13-a / dek-tria	13. / dreizehnte	13. / drizät	
9_numbers	A1	Numbers	Ordinal		14			14º / decimocuarto	14th / fourteenth	14-a / dek-kvara	14. / vierzehnte	14. / vierzät	
9_numbers	A1	Numbers	Ordinal		15			15º / decimoquinto	15th / fifteenth	15-a / dek-kvina	15. / fünfzehnte	15. / füfzät	
9_numbers	A1	Numbers	Ordinal		16			16º / decimosexto	16th / sixteenth	16-a / dek-sesa	16. / sechzehnte	16. / sächszät	
9_numbers	A1	Numbers	Ordinal		17			17º / decimoséptimo	17th / seventeenth	17-a / dek-sepa	17. / siebzehnte	17. / sibezät	
9_numbers	A1	Numbers	Ordinal		18			18º / decimooctavo	18th / eighteenth	18-a / dek-oka	18. / achtzehnte	18. / achtzät	
9_numbers	A1	Numbers	Ordinal		19			19º / decimonoveno	19th / nineteenth	19-a / dek-naŭa	19. / neunzehnte	19. / nüünzät	
9_numbers	A1	Numbers	Ordinal		20			20º / vigésimo	20th / twentieth	20-a / dudeka	20. / zwanzigste	20. / zwänzgist	
9_numbers	A1	Numbers	Ordinal		21			21º / vigésimo primero	21st / twenty-first	21-a / dudek-unua	21. / einundzwanzigste	21. / äinezwänzgist	
9_numbers	A1	Numbers	Ordinal		22			22º / vigésimo segundo	22nd / twenty-second	22-a / dudek-dua	22. / zweiundzwanzigste	22. / zwäiezwänzgist	
9_numbers	A1	Numbers	Ordinal		23			23º / vigésimo tercero	23rd / twenty-third	23-a / dudek-tria	23. / dreiundzwanzigste	23. / drüüezwänzgist	
9_numbers	A1	Numbers	Ordinal		24			24º / vigésimo cuarto	24th / twenty-fourth	24-a / dudek-kvara	24. / vierundzwanzigste	24. / vierezwanzgist	
9_numbers	A1	Numbers	Ordinal		25			25º / vigésimo quinto	25th / twenty-fifth	25-a / dudek-kvina	25. / fünfundzwanzigste	25. / föifezwanzgist	
9_numbers	title	Numbers	Fractions		Numbers: Fractions								
9_numbers	B1	Numbers	Fractions		1/1			unidad (M)	unit	unuo	Einheit (F)	Äinhäit (F)	
9_numbers	B1	Numbers	Fractions		1/2			un medio (M) - una media (F) / una mitad (F)	one half	duono	eine Hälfte (F)	e Hälfti (F)	
9_numbers	B1	Numbers	Fractions		2/2			dos medios (M) - dos medias (F) / dos mitades (F)	two halves	du duonoj	zwei Hälften (F)	zwäi hälftene (F)	
9_numbers	B1	Numbers	Fractions		1/3			un tercio (M) - una tercia (F)	one third	triono	ein Drittel (M)	en Drüütel (M)	
9_numbers	B1	Numbers	Fractions		1/4			un cuarto (M) - una cuarta (F)	one fourth / one quarter	kvarono	ein Viertel (M) / ein Viertel (M)	en Viertel (M)	
9_numbers	B1	Numbers	Fractions		1/5			un quinto (M) - una quinta (F)	one fifth	kvinono	ein Fünftel (M)	en Föiftel (M)	
9_numbers	B1	Numbers	Fractions		1/6			un sexto (M) - una sexta (F)	one sixth	sesono	ein Sechstel (M)	en Sächstel (M)	
9_numbers	B1	Numbers	Fractions		1/7			un séptimo (M) - una séptima (F)	one seventh	sepono	ein Siebtel (M)	en Sibtel (M)	
9_numbers	B1	Numbers	Fractions		1/8			un octavo (M) - una octava (F)	one eighth	okono	ein Achtel (M)	en Achtel (M)	
9_numbers	B1	Numbers	Fractions		1/9			un noveno (M) - una novena (F)	one ninth	naŭono	ein Neuntel (M)	en Nüüntel (M)	
9_numbers	B1	Numbers	Fractions		1/10			un décimo (M) - una décima (F)	one tenth	dekono	ein Zehntel (M)	en Zäätel (M)	
9_numbers	B1	Numbers	Fractions		1/11			un onceavo (M) - una onceava (F)	one eleventh	dek unuono	ein Elftel (M)	en Elftel (M)	
9_numbers	B1	Numbers	Fractions		1/12			un doceavo (M) - una doceava (F)	one twelfth	dek duono	ein Zwölftel (M)	en Zwölftel (M)	
9_numbers	B1	Numbers	Fractions		1/13			un treceavo (M) - una treceava (F)	one thirteenth	dek triono	ein Dreizehntel (M)	en Drizätel (M)	
9_numbers	B1	Numbers	Fractions		1/14			un catorceavo (M) - una catorceava (F)	one fourteenth	dek kvarono	ein Vierzehntel (M)	en Vierzätel (M)	
9_numbers	B1	Numbers	Fractions		1/15			un quinceavo (M) - una quinceava (F)	one fifteenth	dek kvinono	ein Fünfzehntel (M)	en Füfzätel (M)	
9_numbers	B1	Numbers	Fractions		1/16			un dieciseisavo (M) - una dieciseisava (F)	one sixteenth	dek sesono	ein Sechzehntel (M)	en Sächzätel (M)	
9_numbers	B1	Numbers	Fractions		1/17			un diecisieteavo (M) - una diecisieteava (F)	one seventeenth	dek sepono	ein Siebzehntel (M)	en Sibezätel (M)	
9_numbers	B1	Numbers	Fractions		1/18			un dieciochoavo (M) - una dieciochoava (F)	one eighteenth	dek okono	ein Achtzehntel (M)	en Achzätel (M)	
9_numbers	B1	Numbers	Fractions		1/19			un diecinueveavo (M) - una diecinueveava (F)	one nineteenth	dek naŭono	ein Neunzehntel (M)	en Nüünzätel (M)	
9_numbers	B1	Numbers	Fractions		1/20			un veinteavo (M) - una veinteava (F)	one twentieth	dudekono	ein Zwanzigstel (M)	en Zwänzgtel (M)	
9_numbers	B1	Numbers	Fractions		2/20			dos veinteavos (M) - dos veinteavas (F)	two twentieths	dudek unuono	zwei Zwanzigstel (M)	zwäi Zwänzgstele (M)	
9_numbers	B1	Numbers	Fractions		3/20			tres veinteavos (M) - tres veinteavas (F)	three twentieths	dudek duono	drei Zwanzigstel (M)	drüü Zwänzgstele (M)	
9_numbers	B1	Numbers	Fractions		4/20			cuatro veinteavos (M) - cuatro veinteavas (F)	four twentieths	dudek triono	vier Zwanzigstel (M)	vier Zwänzgstele (M)	
9_numbers	B1	Numbers	Fractions		5/20			cinco veinteavos (M) - cinco veinteavas (F)	five twentieths	dudek kvarono	fünf Zwanzigstel (M)	föif Zwänzgstele (M)	
9_numbers	B1	Numbers	Fractions		6/20			seis veinteavos (M) - seis veinteavas (F)	six twentieths	dudek kvinono	sechs Zwanzigstel (M)	sächs Zwänzgstele (M)	
9_numbers	B1	Numbers	Fractions		1/100			un centésimo (M) - una centésima (F)	one hundredth	centono	ein Hundertstel (M)	en Hundertstel (M)	
9_numbers	B1	Numbers	Fractions		1/1000			un milésimo (M) - una milésima (F)	one thousandth	milono	ein Tausendstel (M)	en Tuusigstel (M)	
9_numbers	title	Numbers	Multiples		Numbers: Multiples								
9_numbers	B1	Numbers	Multiples		1			simple	single	unuobla	Einheit (F)	Äinhäit (F)	
9_numbers	B1	Numbers	Multiples		2			doble	double	duobla	doppelt / zweimal so viel / doppelt so viel	dopplet / zwäimal so vil	
9_numbers	B1	Numbers	Multiples		3			triple	triple	triobla	Dreifache (N) / dreifach / dreimal so viel	Drüüfache (N) / drüüfach / drüümal so vil	
9_numbers	B1	Numbers	Multiples		4			cuádruple / cuádruplo (M)	quadruple	kvarobla	Vierfache (N) / vierfach / viermal so viel	Vierfache (N) / vierfach / viermal so vil	
9_numbers	B1	Numbers	Multiples		5			quíntuple / quíntuplo (M)	quintuple	kvintuple	Fünffache (N) / fünffach / fünfmal so viel	Föiffache (N) / föiffach / föifmal so vil	
9_numbers	B1	Numbers	Multiples		6			séxtuple / séxtuplo (M)	sextuple	sesdekoble	Sechsfache (N) / sechsfach / sechsmal so viel	Sächsfache (N) / sächsfach / sächsmal so vil	
9_numbers	title	Numbers	Groups		Numbers: Groups								
9_numbers	B1	Numbers	Groups		1			uno solo	single	unuopo	Solo (N)	Solo (N)	
9_numbers	B1	Numbers	Groups		2			dúo	duo	duopo	Duo (N)	Duo (N)	
9_numbers	B1	Numbers	Groups		3			trío	trio	triopo	Trio (N)	Trio (N)	
9_numbers	B1	Numbers	Groups		4			cuarteto	quartet	kvaropo	Quartett (N)	Quartett (N)	
9_numbers	B1	Numbers	Groups		5			quinteto	quintet	kvinopo	Quintett (N)	Quintett (N)	
9_numbers	title	Numbers	Grouped		Numbers: Grouped								
9_numbers	B1	Numbers	Grouped		1			de uno en uno	one by one	unuope	einer nach dem anderen	äine nach em andere	
9_numbers	B1	Numbers	Grouped		2			de dos en dos	two by two	duope	zweierreihe	zwäierräihe	
9_numbers	B1	Numbers	Grouped		3			de tres en tres	three by three	triope	dreierreihe	drüüerräihe	
9_numbers	B1	Numbers	Grouped		4			de cuatro en cuatro	four by four	kvarope	viererreihe	viererräihe	
9_numbers	B1	Numbers	Grouped		5			de cinco en cinco	five by five	kvinope	fünferreihe	föiferräihe	
9_numbers	title	Numbers	Repetitions		Numbers: Repetitions								
9_numbers	B1	Numbers	Repetitions					una vez	once	unufoje	einmal	äimal	
9_numbers	B1	Numbers	Repetitions					dos veces	twice	dufoje	zweimal	zwäimal	
9_numbers	B1	Numbers	Repetitions					tres veces	three times	trifoje	dreimal	drüümal	
9_numbers	B1	Numbers	Repetitions					cuatro veces	four times	kvarfoje	viermal	viermal	
10_vocabulary	title	Vocabulary	Verbs: Modal		Verbs: Modal			(infinitivo - préterito, por defecto ar->-ado, er/ir->ido)	(infinitive - preterite - past participle, default -ed -ed)		(infinitiv - 1. Person präteritum - partizip perfekt, default ist "(e)n"->"te" ohne umlaut für präteritum, ge- "(e)n"-> -t für partizip)	(infinitiv - 2.te Person - partizip perfekt)	
10_vocabulary	A1	Vocabulary	Verbs: Modal		Infinitive; Constant trait			ser	to be - was/were - been	esti	sein - war - gewesen	sii - bisch - gsii	
10_vocabulary	A1	Vocabulary	Verbs: Modal		Infinitive; Transient state			estar	to be - was/were - been	esti	sein - war - gewesen	sii - bisch - gsii	
10_vocabulary	A1	Vocabulary	Verbs: Modal		Infinitive			tener	to have - had - had	havi	haben - hatte - 	haa - haasch - ghaa	
10_vocabulary	A1	Vocabulary	Verbs: Modal					hacerse - haberse hecho	to become - became - become	iĝi	werden - wurde - geworden	werde - wiirsch - gworde	
10_vocabulary	A1	Vocabulary	Verbs: Modal					tener permiso para - tenido permiso para	to may - might - () / to be allowed to	rajti	dürfen	dörfe - dörfsch - ()	
10_vocabulary	A1	Vocabulary	Verbs: Modal					poder	to can - could - () / to be able - was/were able - been able	povi	können	chöne - chasch - chöne	
10_vocabulary	A1	Vocabulary	Verbs: Modal		soft necessity / suggestion			deber	to shall - should - ()	devi	sollen	söle - sölsch - ()	
10_vocabulary	A1	Vocabulary	Verbs: Modal		hard necessity			deber	to must - () - ()	devi	müssen	müese - muesch - müese	
10_vocabulary	A1	Vocabulary	Verbs: Modal					querer	to want	voli	wollen	wele - willsch/wottsch - wele	
10_vocabulary	title	Vocabulary	Nouns: Date		Nouns: Date								
10_vocabulary	A1	Vocabulary	Nouns: Date					fecha (F)	date	Dato	Datum (N)	Datum (N)	
10_vocabulary	title	Vocabulary	Adjectives: Date		Adjectives: Date								
10_vocabulary	A2	Vocabulary	Adjectives: Date		previous			pasado - pasada	last	lasta	letzte	letst	
10_vocabulary	A2	Vocabulary	Adjectives: Date		no one after it			último - última	last	lasta	letzte	letst	
10_vocabulary	A1	Vocabulary	Adjectives: Date					siguiente	next	sekva	nächst	nächst	
10_vocabulary	A1	Vocabulary	Adjectives: Date					pasado - pasada	past	pasinta	vorbei	verbii	
10_vocabulary	title	Vocabulary	Nouns: Time		Nouns: Time								
10_vocabulary	A1	Vocabulary	Nouns: Time					tiempo (M)	time	tempo	Zeit (F)	Ziit (F)	
10_vocabulary	A1	Vocabulary	Nouns: Time					hora (F)	time	horo	Uhr (F)	Uhr (F)	
10_vocabulary	A1	Vocabulary	Nouns: Time	time in a day				mañana (F)	morning	mateno	Morgen (M)	Morge (M)	
10_vocabulary	A1	Vocabulary	Nouns: Time	time in a day				medio día (M)	midday / noon	tagmezo	Mittag (M)	Mittag (M)	
10_vocabulary	A1	Vocabulary	Nouns: Time	time in a day				tarde (F)	afternoon	posttagmezo	Nachmittag (M)	Namittag (M)	
10_vocabulary	A1	Vocabulary	Nouns: Time	time in a day				noche (F)	evening	vespero	Abend (M)	Aabig (M)	
10_vocabulary	A1	Vocabulary	Nouns: Time	time in a day				media noche (F)	midnight	noktomezo	Mitternacht (F)	Mitternacht (F)	
10_vocabulary	A1	Vocabulary	Nouns: Time	time in a day				madrugada (F)	night	nokto	Nacht (F)	Nacht (F)	
10_vocabulary	A1	Vocabulary	Nouns: Time	measures				segundo (M)	second	sekundo	Sekunde (F)	Sekunde (F)	
10_vocabulary	A1	Vocabulary	Nouns: Time	measures				minuto (M)	minute	minuto	Minute (F)	Minute (F)	
10_vocabulary	A1	Vocabulary	Nouns: Time	measures				hora (F)	hour	horo	Stunde (F)	Stund (F)	
10_vocabulary	A1	Vocabulary	Nouns: Time	measures	hour in training/work			hora (F)	hour	horo	Stunde (F)	Stunde (F)	
10_vocabulary	A1	Vocabulary	Nouns: Time	relative				pasado (M)	past	pasinteco	Vergangenhait	Vergangehäit	
10_vocabulary	A1	Vocabulary	Nouns: Time	relative				presente (M)	present	nuntempo	Gegenwart	Gägewart	
10_vocabulary	A1	Vocabulary	Nouns: Time	relative				futuro (M)	future	estonteco	Zukunft	Zuekunft	
10_vocabulary	B1	Vocabulary	Nouns: Time	sun				amanecer (M)	sunrise	sunleviĝo / ektagiĝo	Sonnenaufgang (M)	Sunneuufgang (M)	
10_vocabulary	B1	Vocabulary	Nouns: Time	sun				atardecer (M)	sunset	sunsubiro	Sonnenuntergang (M)	Sunneuntergang (M)	
10_vocabulary	B1	Vocabulary	Nouns: Time	sun				anochecer (M)	dusk	krepusko	Dämmerung (F)	Dämmerig (F)	
10_vocabulary	title	Vocabulary	Adjectives: Time		Adjectives: Time								
10_vocabulary	A1	Vocabulary	Adjectives: Time					pasado - pasada	past	pasinta	()	()	
10_vocabulary	A1	Vocabulary	Adjectives: Time					presente	present	nuna	()	()	
10_vocabulary	A1	Vocabulary	Adjectives: Time					futuro - futura	future	estonta	()	()	
10_vocabulary	title	Vocabulary	Nouns: Days		Nouns: Days								
10_vocabulary	A1	Vocabulary	Nouns: Days					día (M)	day	tago	Tag (M)	Tag (M)	
10_vocabulary	A1	Vocabulary	Nouns: Days					días (Pl)	days	tagoj	Tage (Pl)	Täg (Pl)	
10_vocabulary	A1	Vocabulary	Nouns: Days					lunes (M)	Monday	Lundo	Montag (M)	Meentig (M)	
10_vocabulary	A1	Vocabulary	Nouns: Days					martes (M)	Tuesday	Mardo	Dienstag (M)	Ziistig (M)	
10_vocabulary	A1	Vocabulary	Nouns: Days					miércoles (M)	Wednesday	Merkredo	Mittwoch (M)	Mittwuch (M)	
10_vocabulary	A1	Vocabulary	Nouns: Days					jueves (M)	Thursday	Ĵaŭdo	Donnerstag (M)	Dunstig (M)	
10_vocabulary	A1	Vocabulary	Nouns: Days					viernes (M)	Friday	Vendredo	Freitag (M)	Friitig (M)	
10_vocabulary	A1	Vocabulary	Nouns: Days					sábado (M)	Saturday	Sabato	Samstag (M)	Samstig (M)	
10_vocabulary	A1	Vocabulary	Nouns: Days					domingo (M)	Sunday	Dimanĉo	Sonntag (M)	Suntig (M)	
10_vocabulary	title	Vocabulary	Nouns: Weeks		Nouns: Weeks								
10_vocabulary	A1	Vocabulary	Nouns: Weeks					semana (F)	week	semajno	Woche (F)	Wuche (F)	
10_vocabulary	A1	Vocabulary	Nouns: Weeks					semanas (Pl)	weeks	semajnoj	Wochen (Pl)	Wuchene (Pl)	
10_vocabulary	A1	Vocabulary	Nouns: Weeks					semana pasada (F)	last week	pasinta semajno / lasta semajno	letzte Woche (F)	letst Wuche (F)	
10_vocabulary	A1	Vocabulary	Nouns: Weeks					semana que viene (F)	next week	venonta semajno	nächste Woche (F)	nächst Wuche (F)	
10_vocabulary	A1	Vocabulary	Nouns: Weeks					fin de semana (M)	weekend	semajnfino	Wochenende (N)	Wuchenänd (N)	
10_vocabulary	title	Vocabulary	Nouns: Months		Nouns: Months								
10_vocabulary	A1	Vocabulary	Nouns: Months					mes (M)	month	monato	Monat (M)	Monät (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months					meses (Pl)	months	monatoj	Monate (Pl)	Mönät (Pl)	
10_vocabulary	A1	Vocabulary	Nouns: Months		1			enero (M)	January	Januaro	Januar (M)	Januaar (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		2			febrero (M)	February	Februaro	Februar (M)	Februaar (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		3			marzo (M)	March	Marto	März (M)	März (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		4			abril (M)	April	Aprilo	April (M)	April (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		5			mayo (M)	May	Majo	Mai (M)	Mai (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		6			junio (M)	June	junio	Juni (M)	Juni (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		7			julio (M)	July	Julio	Juli (M)	Juli (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		8			agosto (M)	August	Aŭgusto	August (M)	August (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		9			septiembre (M)	September	Septembro	September (M)	Septämber (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		10			octubre (M)	October	Oktobro	Oktober (M)	Oktober (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		11			noviembre (M)	November	Novembro	November (M)	Novämber (M)	
10_vocabulary	A1	Vocabulary	Nouns: Months		12			diciembre (M)	December	Decembro	Dezember (M)	Dezämber (M)	
10_vocabulary	title	Vocabulary	Nouns: Seasons		Nouns: Seasons								
10_vocabulary	A1	Vocabulary	Nouns: Seasons					estación (F)	season	sezono	Jahreszeit (F)	Jahresziit (F)	
10_vocabulary	A1	Vocabulary	Nouns: Seasons					primavera (F)	spring	printempo	Frühling (M)	Früelig (M)	
10_vocabulary	A1	Vocabulary	Nouns: Seasons					verano (M)	summer	somero	Sommer (M)	Sumer (M)	
10_vocabulary	A1	Vocabulary	Nouns: Seasons					otoño (M)	autumn	aŭtuno	Herbst (M)	Herbst (M)	
10_vocabulary	A1	Vocabulary	Nouns: Seasons					invierno (M)	winter	vintro	Winter (M)	Winter (M)	
10_vocabulary	title	Vocabulary	Nouns: Colors		Nouns: Colors								
10_vocabulary	A1	Vocabulary	Nouns: Colors					color (M)	color	koloro	Farbe (F)	Farb (F)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					colores (Pl)	colors	koloroj	Farben (Pl)	Farbe (Pl)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					negro (M)	black	nigro	Schwarz (N)	Schwarz (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					blanco (M)	white	blanko	Weiss (N)	Wiiss (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					rojo (M)	red	ruĝo	Rot (N)	Root (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					verde (M)	green	verdo	Grün (N)	Grüe (N) / Grüen (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					amarillo (M)	yellow	flavo	Gelb (N)	Gääl (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					azul (M)	blue	bluo	Blau (N)	Blau (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					marrón (M)	brown	bruno	Braun (N)	Bruu (N) / Bruun (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					morado (M) / púrpura (M) / violeta (M)	purple	purpuro	Violett (N)	Violett (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					rosa (M)	pink	rozkoloro	Rosarot (N)	Roseroot (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					naranja (M)	orange	oranĝo	Orange (N)	Orangsch (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					gris (M)	gray / grey	grizo	Grau (N)	Grau (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					azul claro (M) / celeste (M)	clear blue	helbluo	Hellblau (N)	Hellblau (N)	
10_vocabulary	A1	Vocabulary	Nouns: Colors					azul oscuro (M) / azul marino (M)	dark blue	malhelbluo	Dunkelblau (N)	Dunkelblau (N)	
10_vocabulary	A2	Vocabulary	Nouns: Colors					beis (M)	beige	beja	Beige (N)	Beige (N)	
10_vocabulary	title	Vocabulary	Adjectives: Colors		Adjectives: Colors								
10_vocabulary	A1	Vocabulary	Adjectives: Colors					negro	black	nigro	schwarz	schwarz	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					blanco	white	blanko	weiss	wiiss	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					rojo	red	ruĝo	rot	root	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					verde	green	verdo	grün	grüe / grüen	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					amarillo	yellow	flavo	gelb	gääl	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					azul	blue	bluo	blau	blau	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					marrón	brown	bruno	braun	bruu / bruun	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					morado / púrpura / violeta	purple	purpuro	violett	violett	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					rosa	pink	rozkoloro	rosarot	roseroot	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					naranja	orange	oranĝo	orange	orangsch	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					gris	gray / grey	grizo	grau	grau	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					azul claro / celeste	clear blue	helbluo	hellblau	hellblau	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					azul oscuro / azul marino	dark blue	malhelbluo	dunkelblau	dunkelblau	
10_vocabulary	A2	Vocabulary	Adjectives: Colors					beis	beige	beja	beige	beige	
10_vocabulary	A1	Vocabulary	Adjectives: Colors					rubio - rubia	blond	blondo	blonde	blonde	
10_vocabulary	title	Vocabulary	Nouns: Amount		Nouns: Amount								
10_vocabulary	A2	Vocabulary	Nouns: Amount					cantidad (F)	amount	kvanto	Menge (F)	Mängi (F)	
10_vocabulary	A1	Vocabulary	Nouns: Amount	liquid				gota (F)	drop / droplet	guto	Tropfen (M)	Tropfe (M)	
